Order_ID,Customer_ID,Product_ID,Region_ID,Date_ID,Sales,Quantity,Profit,Discount,Cost_Price,Selling_Price,Shipping_Cost,Order_Priority,Delivery_Days
ORD233,CUST173,PROD19,REG12,2023-05-05,2377.02,6,763.91,0.11,2835.02,311.4,415.53,Low,4
ORD234,CUST247,PROD87,REG10,2023-10-27,2838.78,7,228.65,0.05,350.77,4352.03,53.09,Low,7
ORD235,CUST227,PROD37,REG2,2023-07-19,1528.78,8,699.83,0.27,1767.81,410.91,60.53,Low,2
ORD236,CUST1,PROD49,REG15,2023-10-30,941.82,5,811.37,0.42,619.83,4610.18,180.42,Medium,6
ORD237,CUST118,PROD15,REG14,2023-06-13,3136.73,7,279.84,0.17,96.26,2500.99,478.52,High,5
ORD238,CUST167,PROD169,REG14,2023-09-20,4943.54,9,513.41,0.46,489.48,381.34,202.37,Medium,2
ORD239,CUST147,PROD46,REG1,2023-10-02,2629.48,8,428.07,0.34,2006.7,4874.48,102.06,High,5
ORD240,CUST293,PROD192,REG6,2023-10-28,3387.94,1,64.12,0.41,1991.85,1238.36,268.34,Medium,1
ORD241,CUST118,PROD129,REG7,2023-06-18,2645.71,9,744.19,0.46,1828.54,3789.65,416.23,High,5
ORD242,CUST244,PROD183,REG20,2023-07-05,1080.15,6,810.63,0.36,1985.91,2419.33,212.12,Low,6
ORD243,CUST101,PROD21,REG2,2023-09-13,2935.61,9,542.75,0.39,2716.9,2083.72,210.04,High,5
ORD244,CUST132,PROD107,REG11,2023-11-11,4793.61,7,761.74,0.04,805.4,4935.62,175.09,Medium,7
ORD245,CUST273,PROD85,REG11,2023-12-07,3492.88,6,50.67,0.09,2753.06,2812.5,455.02,Medium,7
ORD246,CUST87,PROD24,REG16,2023-10-13,233.95,3,190.44,0.16,825.18,4737.01,153.68,Medium,1
ORD247,CUST22,PROD116,REG11,2023-06-03,1879.28,8,571.43,0.17,1603.2,3701.21,433.03,Low,4
ORD248,CUST113,PROD56,REG20,2023-09-22,3206.04,1,624.99,0.23,1689.27,489.05,372.87,Low,2
ORD249,CUST34,PROD188,REG20,2023-10-09,2878.66,8,784.2,0.05,2019.88,3831.8,292.35,Medium,3
ORD250,CUST288,PROD41,REG14,2023-06-06,694.54,1,605.48,0.17,666.05,3208.73,354.97,Low,5
ORD251,CUST167,PROD38,REG16,2023-06-23,4688.72,7,564.67,0.04,2113.34,1973.29,74.37,High,6
ORD252,CUST72,PROD3,REG15,2023-03-16,2029.81,1,672.93,0.16,2677.96,847.73,257.37,Medium,4
ORD253,CUST102,PROD163,REG4,2023-02-23,3673.39,5,193.54,0.33,2071.67,1729.14,354.91,High,2
ORD254,CUST198,PROD70,REG7,2023-06-01,3949.87,8,156.65,0.0,2036.83,1220.44,173.27,Low,3
ORD255,CUST103,PROD172,REG2,2023-05-27,1143.66,5,241.06,0.14,1738.98,4780.99,84.13,High,1
ORD256,CUST54,PROD169,REG9,2023-07-28,3346.86,5,887.74,0.04,2727.28,3466.8,74.9,Medium,7
ORD257,CUST269,PROD189,REG19,2023-05-07,2664.5,3,630.57,0.36,1831.72,4811.55,84.25,High,5
ORD258,CUST101,PROD46,REG12,2023-08-30,973.66,2,660.6,0.42,1366.88,1395.97,287.99,High,4
ORD259,CUST225,PROD147,REG13,2023-01-19,3620.36,5,313.33,0.49,1227.45,4362.57,40.88,Medium,5
ORD260,CUST47,PROD112,REG15,2023-04-29,2748.82,6,266.46,0.31,258.7,1652.39,102.54,High,2
ORD261,CUST169,PROD197,REG17,2023-08-11,1149.06,7,601.11,0.11,2847.06,4585.91,335.94,Low,7
ORD262,CUST274,PROD27,REG8,2023-01-24,2148.5,3,222.78,0.11,334.67,3972.14,117.14,Medium,3
ORD263,CUST222,PROD189,REG7,2023-10-20,3435.73,2,936.14,0.25,2081.77,148.34,253.77,High,7
ORD264,CUST207,PROD46,REG9,2023-05-24,4969.43,8,805.64,0.47,1019.58,3275.69,435.24,High,1
ORD265,CUST62,PROD59,REG16,2023-12-23,2787.35,2,86.87,0.31,819.16,2263.29,35.77,High,1
ORD266,CUST36,PROD118,REG10,2023-08-16,3990.21,4,183.12,0.09,2510.57,2499.42,467.95,High,3
ORD267,CUST228,PROD24,REG13,2023-08-29,1719.83,8,492.3,0.26,994.44,988.14,148.38,Low,3
ORD268,CUST160,PROD130,REG1,2023-11-30,2606.65,5,276.64,0.2,1826.48,4328.7,79.74,Medium,7
ORD269,CUST31,PROD169,REG3,2023-01-31,4191.62,6,297.3,0.43,2390.54,1310.59,183.54,High,7
ORD270,CUST177,PROD117,REG12,2023-07-01,4855.24,4,961.76,0.05,2738.31,249.88,387.48,Medium,4
ORD271,CUST31,PROD142,REG19,2023-11-13,974.51,8,348.64,0.11,846.25,2899.42,63.47,Low,6
ORD272,CUST97,PROD191,REG7,2023-07-15,4271.41,9,837.54,0.38,2270.08,701.81,168.86,Low,2
ORD273,CUST225,PROD52,REG18,2023-12-07,4943.15,3,351.15,0.49,2285.71,894.37,447.64,Medium,5
ORD274,CUST277,PROD48,REG9,2023-08-12,2307.26,5,724.23,0.4,1528.51,2307.41,449.19,Low,2
ORD275,CUST119,PROD190,REG19,2023-12-07,1609.0,4,192.15,0.29,479.23,321.38,149.95,High,7
ORD276,CUST36,PROD58,REG8,2023-08-02,4571.05,6,689.09,0.4,1216.64,1170.31,180.98,Low,4
ORD277,CUST74,PROD193,REG13,2023-04-15,1177.3,5,578.51,0.19,456.34,1284.79,57.32,Low,4
ORD278,CUST185,PROD24,REG6,2023-11-16,4942.49,1,730.6,0.12,1782.68,1998.24,101.46,Low,4
ORD279,CUST72,PROD114,REG14,2023-03-10,2067.55,8,442.53,0.22,704.63,478.37,154.44,Low,5
ORD280,CUST196,PROD2,REG3,2023-03-10,551.94,2,949.37,0.15,2053.51,1023.74,170.91,High,5
ORD281,CUST62,PROD131,REG16,2023-10-05,770.2,3,990.03,0.32,1441.24,4063.06,399.05,Low,4
ORD282,CUST227,PROD105,REG8,2023-01-27,2437.65,9,384.62,0.46,2745.32,4271.61,491.75,High,4
ORD283,CUST216,PROD68,REG14,2023-02-13,398.64,7,758.31,0.34,556.9,1031.15,209.45,Low,1
ORD284,CUST48,PROD109,REG16,2023-06-15,1334.24,4,934.59,0.39,1626.53,4296.42,398.14,Low,2
ORD285,CUST1,PROD133,REG6,2023-05-13,3995.51,3,814.54,0.46,2594.62,4723.69,118.06,Medium,7
ORD286,CUST66,PROD9,REG20,2023-04-26,3948.13,6,455.15,0.37,2983.95,2493.81,427.17,Medium,3
ORD287,CUST128,PROD109,REG10,2023-02-03,4073.02,6,11.95,0.23,2169.09,4301.97,358.49,Low,2
ORD288,CUST278,PROD15,REG6,2023-06-18,326.69,8,947.3,0.37,806.23,4889.64,461.18,Medium,3
ORD289,CUST40,PROD142,REG9,2023-02-14,3855.6,7,355.9,0.5,1079.0,1772.24,101.17,Medium,7
ORD290,CUST77,PROD99,REG6,2023-10-15,4053.55,2,46.66,0.34,1291.81,655.62,466.33,Low,5
ORD291,CUST122,PROD121,REG16,2023-11-09,178.64,9,251.99,0.36,1887.53,2850.27,92.4,High,3
ORD292,CUST169,PROD7,REG3,2023-07-04,2017.51,8,963.31,0.07,2779.71,2919.76,85.08,High,6
ORD293,CUST78,PROD101,REG6,2023-12-21,4341.33,9,469.13,0.41,2421.97,2277.09,497.83,Low,3
ORD294,CUST300,PROD123,REG10,2023-05-06,4796.53,9,132.97,0.46,104.31,3859.17,424.57,Medium,2
ORD295,CUST84,PROD108,REG12,2023-03-26,4606.0,6,670.81,0.04,1080.37,2498.5,346.57,High,3
ORD296,CUST67,PROD197,REG11,2023-05-23,2780.24,7,23.74,0.46,1426.04,527.37,424.88,Medium,5
ORD297,CUST79,PROD98,REG19,2023-01-28,1618.61,9,800.93,0.38,678.36,2142.59,40.01,Medium,7
ORD298,CUST250,PROD116,REG7,2023-11-29,2987.4,4,539.58,0.13,117.61,2257.14,213.93,Low,2
ORD299,CUST279,PROD87,REG12,2023-06-26,3020.35,9,851.71,0.02,2265.47,4445.46,299.1,High,7
ORD300,CUST126,PROD101,REG14,2023-10-31,3356.3,3,236.91,0.3,2087.6,4310.77,341.6,High,7
ORD301,CUST142,PROD128,REG8,2023-02-13,2994.99,3,99.23,0.07,382.75,287.04,318.54,Medium,2
ORD302,CUST110,PROD115,REG3,2023-04-10,4353.47,3,695.87,0.44,432.19,3510.08,438.32,High,2
ORD303,CUST16,PROD157,REG9,2023-05-16,1932.49,7,816.84,0.32,874.42,4797.41,285.18,Medium,6
ORD304,CUST167,PROD74,REG18,2023-05-07,1295.68,6,635.23,0.02,803.47,1970.06,420.54,Low,5
ORD305,CUST90,PROD35,REG16,2023-01-20,200.38,8,775.1,0.1,1417.38,3357.29,204.48,High,4
ORD306,CUST284,PROD59,REG7,2023-06-24,1240.17,9,634.8,0.31,1292.62,1131.53,447.43,Medium,3
ORD307,CUST177,PROD49,REG1,2023-07-27,891.85,4,891.75,0.26,1773.84,2499.39,102.17,Medium,6
ORD308,CUST144,PROD10,REG3,2023-07-06,1266.99,9,992.83,0.15,1977.98,1541.75,168.34,Low,1
ORD309,CUST202,PROD143,REG13,2023-07-08,4416.72,5,182.03,0.2,636.27,4833.78,91.5,Low,2
ORD310,CUST30,PROD160,REG1,2023-08-30,3684.84,6,553.9,0.12,1555.0,3499.56,361.79,Low,5
ORD311,CUST50,PROD153,REG13,2023-09-10,1292.61,4,128.79,0.5,1719.74,4220.08,465.21,High,7
ORD312,CUST65,PROD124,REG17,2023-11-06,3985.97,2,769.47,0.44,1200.47,3600.1,147.06,Medium,4
ORD313,CUST142,PROD153,REG15,2023-06-08,2766.19,3,235.83,0.37,2553.38,4941.29,260.58,Medium,5
ORD314,CUST112,PROD23,REG14,2023-01-29,2091.78,8,119.81,0.12,1840.56,4377.19,192.97,Low,6
ORD315,CUST291,PROD26,REG1,2023-03-17,1108.43,6,969.13,0.04,1585.11,3906.22,130.15,Medium,5
ORD316,CUST132,PROD20,REG15,2023-02-13,1622.59,1,453.05,0.05,2222.31,3762.07,369.87,High,5
ORD317,CUST93,PROD97,REG16,2023-01-30,488.31,7,831.64,0.44,1333.25,3451.53,134.18,Medium,1
ORD318,CUST122,PROD75,REG19,2023-07-27,1244.76,4,35.72,0.11,1880.95,2364.88,289.63,Medium,1
ORD319,CUST138,PROD190,REG3,2023-10-31,3362.18,8,99.61,0.03,1099.87,751.61,107.79,High,7
ORD320,CUST229,PROD136,REG17,2023-10-18,1820.0,6,817.07,0.3,2660.01,2155.88,179.17,High,1
ORD321,CUST295,PROD54,REG7,2023-06-06,4116.63,7,910.27,0.38,2822.94,4592.21,116.15,Low,5
ORD322,CUST274,PROD89,REG9,2023-05-18,3339.66,7,77.56,0.45,507.51,4160.45,183.2,High,4
ORD323,CUST142,PROD62,REG1,2023-08-26,3159.32,6,653.77,0.24,1854.18,4306.42,159.22,Medium,5
ORD324,CUST299,PROD197,REG4,2023-11-05,2159.36,7,557.78,0.36,1687.11,4909.57,432.83,High,6
ORD325,CUST116,PROD146,REG6,2023-10-08,3260.51,1,214.47,0.02,289.61,1659.45,79.56,Medium,1
ORD326,CUST266,PROD119,REG3,2023-03-14,4386.67,8,430.55,0.15,2877.78,4116.61,376.89,Medium,5
ORD327,CUST26,PROD172,REG8,2023-09-11,1625.24,8,477.88,0.04,1529.08,3001.44,211.59,High,2
ORD328,CUST58,PROD29,REG16,2023-08-05,1779.48,6,21.37,0.2,1524.68,282.59,492.06,Low,2
ORD329,CUST210,PROD146,REG19,2023-03-29,4258.53,2,549.5,0.1,1656.03,3913.68,476.85,Low,7
ORD330,CUST52,PROD53,REG18,2023-01-24,2696.48,6,784.58,0.25,2079.31,1366.11,137.72,Medium,1
ORD331,CUST198,PROD177,REG19,2023-05-25,4626.07,7,915.32,0.12,2047.54,4066.63,281.83,High,6
ORD332,CUST112,PROD92,REG10,2023-12-12,1019.01,3,55.58,0.1,1078.67,2618.29,226.76,High,5
ORD333,CUST249,PROD112,REG5,2023-05-15,1152.88,6,793.86,0.3,678.67,4042.06,83.73,Low,6
ORD334,CUST158,PROD60,REG15,2023-06-14,4326.05,7,445.0,0.24,1842.67,3129.82,453.37,Medium,4
ORD335,CUST184,PROD22,REG16,2023-02-11,587.5,2,707.57,0.19,2333.64,2358.88,139.46,Medium,7
ORD336,CUST123,PROD87,REG5,2023-05-30,2411.15,8,613.29,0.21,1871.1,4224.96,420.79,High,7
ORD337,CUST11,PROD200,REG1,2023-09-15,4213.08,1,915.02,0.47,1426.52,4353.88,54.03,High,6
ORD338,CUST112,PROD10,REG13,2023-08-01,3499.31,9,682.74,0.31,862.03,270.74,189.45,High,4
ORD339,CUST119,PROD11,REG2,2023-04-15,2364.98,1,212.53,0.1,361.93,1473.8,439.09,Low,2
ORD340,CUST160,PROD149,REG10,2023-02-04,909.47,3,989.8,0.13,1202.31,4748.93,188.6,Low,6
ORD341,CUST198,PROD144,REG15,2023-03-29,2799.0,2,810.28,0.15,2092.12,3917.63,494.75,Low,1
ORD342,CUST176,PROD175,REG12,2023-03-27,4941.1,4,60.64,0.36,192.63,2349.0,171.6,High,3
ORD343,CUST177,PROD39,REG11,2023-07-19,4045.27,5,990.34,0.25,1716.99,703.85,167.26,Low,1
ORD344,CUST41,PROD148,REG6,2023-05-12,369.15,8,93.53,0.11,215.01,3240.87,440.39,Medium,4
ORD345,CUST154,PROD61,REG6,2023-04-15,3583.55,5,421.81,0.29,466.03,3708.5,298.21,Low,3
ORD346,CUST73,PROD135,REG11,2023-09-23,4885.42,3,889.17,0.44,1541.85,2807.56,162.06,Low,4
ORD347,CUST252,PROD152,REG4,2023-02-14,1047.53,5,764.49,0.06,2852.87,2855.8,109.27,High,1
ORD348,CUST88,PROD118,REG2,2023-01-26,4786.4,7,676.32,0.5,73.88,4723.93,414.84,High,3
ORD349,CUST178,PROD32,REG4,2023-02-18,1243.39,1,538.35,0.29,1180.74,1326.71,431.28,Medium,1
ORD350,CUST123,PROD129,REG13,2023-08-04,4115.05,8,353.51,0.04,463.45,1253.68,369.72,Low,5
ORD351,CUST89,PROD84,REG2,2023-04-20,832.15,2,900.94,0.46,2747.75,4499.29,174.08,High,3
ORD352,CUST132,PROD123,REG3,2023-04-27,2619.11,3,820.77,0.33,1163.55,4946.94,323.29,High,2
ORD353,CUST281,PROD123,REG16,2023-11-30,1883.67,9,946.43,0.13,2174.15,2309.82,295.01,High,1
ORD354,CUST21,PROD72,REG4,2023-11-28,3386.37,9,405.56,0.01,1636.9,4834.17,250.84,Medium,2
ORD355,CUST216,PROD10,REG14,2023-06-17,977.67,9,241.29,0.41,1333.71,4687.76,32.71,High,4
ORD356,CUST10,PROD68,REG14,2023-01-28,2940.77,2,725.99,0.1,371.65,3216.94,270.06,Low,5
ORD357,CUST140,PROD66,REG15,2023-05-22,111.88,5,692.21,0.46,2618.39,765.78,130.41,Medium,3
ORD358,CUST278,PROD127,REG7,2023-06-23,2185.71,8,547.93,0.13,529.85,3239.37,243.57,High,7
ORD359,CUST88,PROD3,REG19,2023-12-12,2627.39,8,541.74,0.15,2288.58,2638.18,41.22,High,6
ORD360,CUST193,PROD107,REG17,2023-05-27,4205.2,3,811.59,0.21,1925.27,2953.97,228.16,Medium,3
ORD361,CUST114,PROD194,REG17,2023-05-10,3812.42,5,801.59,0.42,1401.75,714.45,483.13,High,7
ORD362,CUST79,PROD176,REG2,2023-06-15,550.27,6,849.3,0.19,202.01,2189.55,339.36,Low,3
ORD363,CUST88,PROD113,REG15,2023-03-10,3162.66,8,198.46,0.33,956.51,780.84,406.06,High,1
ORD364,CUST87,PROD87,REG20,2023-05-29,3334.01,9,208.27,0.37,1611.24,4171.68,159.43,Medium,5
ORD365,CUST211,PROD26,REG10,2023-09-08,3696.74,4,775.93,0.45,1432.83,548.31,99.68,Low,3
ORD366,CUST116,PROD148,REG17,2023-08-30,2818.81,3,569.88,0.47,1900.18,945.55,170.47,Low,6
ORD367,CUST43,PROD133,REG4,2023-06-08,626.04,4,276.21,0.44,961.43,1508.45,54.69,Low,2
ORD368,CUST291,PROD181,REG6,2023-07-31,3237.7,3,484.56,0.23,2698.39,3791.29,489.78,Low,2
ORD369,CUST252,PROD71,REG15,2023-04-13,3385.6,7,677.91,0.28,2865.56,1665.14,116.87,Medium,3
ORD370,CUST195,PROD5,REG17,2023-08-13,1325.52,1,687.39,0.29,1289.6,482.58,273.11,Medium,3
ORD371,CUST236,PROD151,REG1,2023-12-11,4746.55,2,823.18,0.24,2136.75,2606.53,311.12,Medium,2
ORD372,CUST101,PROD106,REG6,2023-09-25,2317.98,8,371.02,0.46,1741.05,2550.96,169.28,Low,4
ORD373,CUST135,PROD191,REG19,2023-02-11,4346.91,3,676.02,0.39,1737.45,111.02,72.06,Low,5
ORD374,CUST71,PROD60,REG13,2023-11-28,3300.1,4,557.55,0.05,780.96,2025.3,221.48,Low,5
ORD375,CUST131,PROD169,REG6,2023-03-14,3121.02,6,412.35,0.5,2146.66,3450.39,463.71,Medium,2
ORD376,CUST133,PROD198,REG17,2023-06-15,2792.06,4,403.98,0.1,1003.89,1910.08,308.74,High,3
ORD377,CUST129,PROD112,REG18,2023-12-23,3273.08,6,616.75,0.13,2714.2,1162.12,221.52,High,5
ORD378,CUST9,PROD199,REG8,2023-08-14,4237.24,5,70.74,0.08,2776.5,1293.13,95.62,High,2
ORD379,CUST152,PROD24,REG10,2023-11-28,3906.71,7,766.85,0.13,130.67,354.35,396.08,Low,5
ORD380,CUST251,PROD117,REG13,2023-09-04,3395.87,1,241.31,0.19,1817.89,1593.26,56.61,Medium,1
ORD381,CUST144,PROD32,REG9,2023-08-10,256.04,8,174.28,0.49,826.67,3971.78,492.78,Medium,2
ORD382,CUST12,PROD100,REG19,2023-02-03,142.6,7,429.25,0.08,1411.0,4108.76,131.4,High,2
ORD383,CUST240,PROD100,REG9,2023-05-02,1856.83,2,473.76,0.31,1028.09,4993.72,87.91,High,7
ORD384,CUST116,PROD59,REG16,2023-09-28,250.11,6,281.69,0.22,2684.72,2476.33,168.67,High,1
ORD385,CUST54,PROD156,REG9,2023-04-11,2637.45,9,317.03,0.29,666.55,4613.98,471.88,Medium,2
ORD386,CUST91,PROD73,REG3,2023-11-30,117.41,8,676.42,0.03,583.62,4597.49,414.02,Low,3
ORD387,CUST247,PROD31,REG11,2023-04-07,2455.58,2,39.75,0.15,261.21,3592.16,345.04,Medium,7
ORD388,CUST61,PROD147,REG18,2023-01-18,1950.28,9,658.63,0.05,2996.47,1265.75,441.87,Medium,6
ORD389,CUST254,PROD57,REG8,2023-08-16,4791.57,6,526.24,0.23,656.34,3181.72,423.77,Low,1
ORD390,CUST245,PROD173,REG16,2023-12-05,373.68,9,483.92,0.45,1551.55,3349.99,318.05,Low,2
ORD391,CUST167,PROD165,REG19,2023-12-24,419.44,8,723.28,0.41,741.0,314.92,202.49,Medium,5
ORD392,CUST84,PROD188,REG15,2023-06-14,4261.41,7,691.37,0.44,1043.75,2404.35,335.95,Medium,1
ORD393,CUST75,PROD89,REG20,2023-11-15,3996.76,3,74.16,0.2,1299.76,2405.82,384.79,Low,4
ORD394,CUST48,PROD110,REG13,2023-09-26,4685.65,1,802.23,0.25,1091.55,4417.14,316.99,High,4
ORD395,CUST6,PROD185,REG16,2023-08-24,483.36,1,48.78,0.13,2916.04,1113.26,25.44,Low,1
ORD396,CUST60,PROD101,REG5,2023-07-05,3138.49,3,36.74,0.3,54.04,1660.85,36.71,Low,1
ORD397,CUST253,PROD57,REG12,2023-07-31,2620.58,9,530.61,0.22,2904.96,4878.49,74.93,High,1
ORD398,CUST236,PROD2,REG15,2023-10-07,1675.71,8,737.45,0.25,1074.48,684.09,379.71,High,3
ORD399,CUST36,PROD49,REG5,2023-03-27,3092.98,7,510.52,0.27,601.3,1254.42,370.82,Medium,3
ORD400,CUST246,PROD9,REG10,2023-10-15,4598.58,3,300.73,0.29,800.13,3025.62,431.35,High,2
ORD401,CUST269,PROD183,REG12,2023-10-03,406.57,4,194.32,0.23,1118.53,3427.5,472.76,Low,7
ORD402,CUST145,PROD118,REG18,2023-04-06,3332.66,1,666.12,0.4,471.69,3812.73,203.26,Medium,3
ORD403,CUST266,PROD24,REG13,2023-11-04,1497.34,2,942.71,0.2,2194.54,889.22,316.16,Low,4
ORD404,CUST232,PROD107,REG14,2023-03-10,2086.69,4,167.19,0.02,1188.68,3387.12,177.27,High,5
ORD405,CUST278,PROD54,REG2,2023-06-16,4263.5,3,283.11,0.42,1121.64,2444.41,212.03,High,4
ORD406,CUST68,PROD71,REG13,2023-03-09,696.47,6,991.18,0.24,710.61,2480.23,239.85,Low,3
ORD407,CUST51,PROD152,REG8,2023-02-13,4230.56,8,835.4,0.24,817.09,3186.42,388.17,Medium,4
ORD408,CUST54,PROD171,REG3,2023-12-23,2080.79,5,752.65,0.09,1660.91,2928.49,306.1,Low,2
ORD409,CUST221,PROD197,REG16,2023-11-25,4921.05,6,51.65,0.22,1115.05,1780.51,440.71,Low,4
ORD410,CUST168,PROD119,REG7,2023-10-17,4598.28,8,36.75,0.07,115.47,4366.98,204.94,High,1
ORD411,CUST81,PROD128,REG19,2023-10-20,2097.6,6,492.34,0.02,941.15,218.58,66.66,High,2
ORD412,CUST131,PROD190,REG19,2023-09-07,1559.81,2,41.87,0.48,2220.93,4875.61,106.99,Medium,3
ORD413,CUST287,PROD159,REG19,2023-12-29,1182.64,1,110.51,0.13,2029.68,570.57,444.24,High,1
ORD414,CUST235,PROD27,REG5,2023-02-24,1166.91,5,567.66,0.07,1869.36,1232.11,54.58,High,6
ORD415,CUST115,PROD36,REG19,2023-12-31,3866.82,2,433.53,0.34,553.9,4224.68,425.43,Medium,3
ORD416,CUST86,PROD114,REG10,2023-04-29,3801.67,5,792.96,0.19,2133.66,123.81,462.43,High,3
ORD417,CUST233,PROD95,REG2,2023-10-19,4893.44,8,281.25,0.31,374.26,2393.63,290.01,Low,3
ORD418,CUST176,PROD115,REG5,2023-04-05,508.22,1,279.73,0.35,2595.08,3809.22,456.8,High,2
ORD419,CUST236,PROD22,REG16,2023-01-11,1178.9,9,411.76,0.33,2413.5,3998.81,352.44,High,4
ORD420,CUST42,PROD189,REG7,2023-12-25,4920.18,1,676.5,0.11,1173.25,3792.74,393.82,High,1
ORD421,CUST42,PROD110,REG16,2023-04-07,2777.23,4,981.68,0.39,1378.81,762.1,353.4,Medium,6
ORD422,CUST208,PROD33,REG12,2023-08-04,2812.99,1,403.51,0.04,2716.09,3707.93,207.81,High,5
ORD423,CUST45,PROD87,REG19,2023-11-20,1808.98,4,747.13,0.39,1409.24,2703.15,324.04,Low,5
ORD424,CUST115,PROD19,REG18,2023-01-31,3548.55,7,858.16,0.08,2760.45,1003.79,466.59,Medium,3
ORD425,CUST290,PROD138,REG7,2023-06-16,2548.84,1,678.26,0.2,2942.31,950.31,269.33,Low,6
ORD426,CUST16,PROD30,REG11,2023-10-14,2400.52,4,781.69,0.0,1238.29,639.08,105.03,Low,2
ORD427,CUST28,PROD75,REG6,2023-11-17,2793.89,7,813.8,0.08,2247.99,1597.18,167.23,Low,3
ORD428,CUST294,PROD159,REG10,2023-08-06,223.38,9,600.96,0.34,2564.9,3174.43,411.24,Low,3
ORD429,CUST134,PROD187,REG15,2023-04-09,2703.18,2,444.61,0.38,2068.87,1920.93,283.1,Medium,6
ORD430,CUST35,PROD40,REG17,2023-07-23,751.53,4,177.06,0.46,519.58,457.22,238.0,Low,7
ORD431,CUST112,PROD107,REG16,2023-04-24,2348.75,3,783.58,0.21,2381.55,2919.57,278.01,Low,7
ORD432,CUST299,PROD95,REG1,2023-07-15,503.13,9,202.15,0.31,2912.71,4025.76,197.4,Medium,5
ORD433,CUST88,PROD154,REG8,2023-05-09,4455.91,9,998.73,0.25,2537.85,3721.36,121.02,Medium,5
ORD434,CUST105,PROD112,REG4,2023-10-07,1954.29,6,547.18,0.01,443.12,747.18,21.56,Low,4
ORD435,CUST219,PROD74,REG4,2023-04-19,2208.74,8,19.27,0.22,2189.37,3351.94,41.46,High,7
ORD436,CUST299,PROD182,REG20,2023-05-06,3736.1,2,424.61,0.34,981.05,391.75,116.38,Medium,5
ORD437,CUST126,PROD76,REG18,2023-03-19,863.3,9,248.64,0.34,1626.77,2853.05,34.73,Medium,6
ORD438,CUST246,PROD78,REG7,2023-12-12,2917.62,7,62.61,0.15,1086.32,4114.88,246.08,Medium,1
ORD439,CUST181,PROD61,REG1,2023-09-23,2604.13,4,718.97,0.44,2880.74,588.7,475.76,Low,2
ORD440,CUST89,PROD123,REG4,2023-04-27,1904.69,1,323.33,0.39,100.23,1340.02,329.31,Medium,5
ORD441,CUST259,PROD27,REG9,2023-01-28,3448.34,1,822.86,0.43,2205.37,2056.72,33.89,High,5
ORD442,CUST65,PROD100,REG13,2023-02-09,3992.98,2,766.78,0.47,1677.16,892.85,392.5,High,2
ORD443,CUST74,PROD7,REG2,2023-12-13,2391.65,9,75.01,0.12,1203.91,3820.82,261.31,High,6
ORD444,CUST102,PROD68,REG10,2023-01-18,3174.02,5,715.6,0.36,2576.69,368.11,402.55,Medium,5
ORD445,CUST224,PROD78,REG6,2023-07-23,4571.44,2,203.02,0.02,151.05,2631.25,262.99,Low,6
ORD446,CUST160,PROD162,REG12,2023-07-10,2339.16,4,778.79,0.15,2196.2,293.31,319.7,High,2
ORD447,CUST32,PROD92,REG7,2023-10-21,761.6,2,257.93,0.24,1125.14,125.03,145.85,Low,5
ORD448,CUST296,PROD52,REG20,2023-07-08,2761.84,5,409.71,0.18,978.55,2628.56,234.74,High,7
ORD449,CUST15,PROD165,REG19,2023-06-21,2207.14,2,884.46,0.1,2565.54,777.67,26.07,Medium,6
ORD450,CUST3,PROD162,REG20,2023-09-04,3864.73,8,660.41,0.35,859.67,1608.32,203.19,High,6
ORD451,CUST48,PROD84,REG11,2023-10-25,4008.61,1,90.69,0.46,2771.4,705.16,321.99,High,4
ORD452,CUST36,PROD169,REG10,2023-07-31,942.05,5,143.16,0.05,1051.62,3655.77,468.18,High,4
ORD453,CUST33,PROD14,REG6,2023-08-01,2245.9,8,17.61,0.12,803.99,3679.28,102.01,High,5
ORD454,CUST33,PROD65,REG19,2023-12-11,1407.42,4,982.37,0.14,2085.59,4613.43,146.0,Medium,4
ORD455,CUST299,PROD52,REG14,2023-01-19,4777.98,8,57.2,0.33,2615.95,117.04,343.91,Medium,7
ORD456,CUST246,PROD74,REG15,2023-11-18,4690.67,5,114.32,0.19,1990.37,1924.49,246.45,Low,5
ORD457,CUST157,PROD135,REG3,2023-12-24,2228.31,1,462.89,0.38,131.29,1685.06,344.9,Low,6
ORD458,CUST220,PROD185,REG13,2023-09-11,2211.95,3,63.86,0.05,667.34,614.84,400.64,High,7
ORD459,CUST12,PROD22,REG19,2023-11-08,3757.74,7,296.2,0.23,896.87,507.49,323.29,Medium,6
ORD460,CUST167,PROD60,REG9,2023-01-31,3020.28,9,681.19,0.15,858.6,3431.08,362.51,Low,6
ORD461,CUST17,PROD121,REG8,2023-04-11,1369.45,7,58.14,0.26,2770.89,505.56,474.6,High,3
ORD462,CUST185,PROD159,REG7,2023-05-16,2467.53,8,463.39,0.07,2513.74,1185.88,301.25,Medium,4
ORD463,CUST251,PROD174,REG13,2023-12-05,4461.53,2,577.03,0.22,2089.6,3549.86,231.35,Medium,4
ORD464,CUST138,PROD197,REG17,2023-04-28,3439.62,4,207.27,0.26,1136.35,2377.52,120.52,High,6
ORD465,CUST193,PROD58,REG7,2023-09-11,2859.32,2,194.31,0.17,258.22,207.93,451.25,Low,4
ORD466,CUST212,PROD106,REG5,2023-07-21,4396.09,1,111.66,0.28,426.91,4710.65,362.69,Medium,7
