Date_ID,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Short,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Is_Holiday,Fiscal_Year,Fiscal_Quarter,Month_Year,Year_Month
919,2017-07-07,2017,3,Q3,7,July,Jul,7,4,Friday,27,0,0,2018,3,Jul 2017,201707
920,2017-07-08,2017,3,Q3,7,July,Jul,8,5,Saturday,27,1,0,2018,3,Jul 2017,201707
921,2017-07-09,2017,3,Q3,7,July,Jul,9,6,Sunday,27,1,0,2018,3,Jul 2017,201707
922,2017-07-10,2017,3,Q3,7,July,Jul,10,0,Monday,28,0,0,2018,3,Jul 2017,201707
923,2017-07-11,2017,3,Q3,7,July,Jul,11,1,Tuesday,28,0,0,2018,3,Jul 2017,201707
924,2017-07-12,2017,3,Q3,7,July,Jul,12,2,Wednesday,28,0,0,2018,3,Jul 2017,201707
925,2017-07-13,2017,3,Q3,7,July,Jul,13,3,Thursday,28,0,0,2018,3,Jul 2017,201707
926,2017-07-14,2017,3,Q3,7,July,Jul,14,4,Friday,28,0,0,2018,3,Jul 2017,201707
927,2017-07-15,2017,3,Q3,7,July,Jul,15,5,Saturday,28,1,0,2018,3,Jul 2017,201707
928,2017-07-16,2017,3,Q3,7,July,Jul,16,6,Sunday,28,1,0,2018,3,Jul 2017,201707
929,2017-07-17,2017,3,Q3,7,July,Jul,17,0,Monday,29,0,0,2018,3,Jul 2017,201707
930,2017-07-18,2017,3,Q3,7,July,Jul,18,1,Tuesday,29,0,0,2018,3,Jul 2017,201707
931,2017-07-19,2017,3,Q3,7,July,Jul,19,2,Wednesday,29,0,0,2018,3,Jul 2017,201707
932,2017-07-20,2017,3,Q3,7,July,Jul,20,3,Thursday,29,0,0,2018,3,Jul 2017,201707
933,2017-07-21,2017,3,Q3,7,July,Jul,21,4,Friday,29,0,1,2018,3,Jul 2017,201707
934,2017-07-22,2017,3,Q3,7,July,Jul,22,5,Saturday,29,1,0,2018,3,Jul 2017,201707
935,2017-07-23,2017,3,Q3,7,July,Jul,23,6,Sunday,29,1,0,2018,3,Jul 2017,201707
936,2017-07-24,2017,3,Q3,7,July,Jul,24,0,Monday,30,0,0,2018,3,Jul 2017,201707
937,2017-07-25,2017,3,Q3,7,July,Jul,25,1,Tuesday,30,0,0,2018,3,Jul 2017,201707
938,2017-07-26,2017,3,Q3,7,July,Jul,26,2,Wednesday,30,0,0,2018,3,Jul 2017,201707
939,2017-07-27,2017,3,Q3,7,July,Jul,27,3,Thursday,30,0,0,2018,3,Jul 2017,201707
940,2017-07-28,2017,3,Q3,7,July,Jul,28,4,Friday,30,0,0,2018,3,Jul 2017,201707
941,2017-07-29,2017,3,Q3,7,July,Jul,29,5,Saturday,30,1,0,2018,3,Jul 2017,201707
942,2017-07-30,2017,3,Q3,7,July,Jul,30,6,Sunday,30,1,0,2018,3,Jul 2017,201707
943,2017-07-31,2017,3,Q3,7,July,Jul,31,0,Monday,31,0,0,2018,3,Jul 2017,201707
944,2017-08-01,2017,3,Q3,8,August,Aug,1,1,Tuesday,31,0,0,2018,3,Aug 2017,201708
945,2017-08-02,2017,3,Q3,8,August,Aug,2,2,Wednesday,31,0,0,2018,3,Aug 2017,201708
946,2017-08-03,2017,3,Q3,8,August,Aug,3,3,Thursday,31,0,0,2018,3,Aug 2017,201708
947,2017-08-04,2017,3,Q3,8,August,Aug,4,4,Friday,31,0,0,2018,3,Aug 2017,201708
948,2017-08-05,2017,3,Q3,8,August,Aug,5,5,Saturday,31,1,0,2018,3,Aug 2017,201708
949,2017-08-06,2017,3,Q3,8,August,Aug,6,6,Sunday,31,1,0,2018,3,Aug 2017,201708
950,2017-08-07,2017,3,Q3,8,August,Aug,7,0,Monday,32,0,0,2018,3,Aug 2017,201708
951,2017-08-08,2017,3,Q3,8,August,Aug,8,1,Tuesday,32,0,0,2018,3,Aug 2017,201708
952,2017-08-09,2017,3,Q3,8,August,Aug,9,2,Wednesday,32,0,0,2018,3,Aug 2017,201708
953,2017-08-10,2017,3,Q3,8,August,Aug,10,3,Thursday,32,0,0,2018,3,Aug 2017,201708
954,2017-08-11,2017,3,Q3,8,August,Aug,11,4,Friday,32,0,0,2018,3,Aug 2017,201708
955,2017-08-12,2017,3,Q3,8,August,Aug,12,5,Saturday,32,1,0,2018,3,Aug 2017,201708
956,2017-08-13,2017,3,Q3,8,August,Aug,13,6,Sunday,32,1,0,2018,3,Aug 2017,201708
957,2017-08-14,2017,3,Q3,8,August,Aug,14,0,Monday,33,0,0,2018,3,Aug 2017,201708
958,2017-08-15,2017,3,Q3,8,August,Aug,15,1,Tuesday,33,0,0,2018,3,Aug 2017,201708
959,2017-08-16,2017,3,Q3,8,August,Aug,16,2,Wednesday,33,0,0,2018,3,Aug 2017,201708
960,2017-08-17,2017,3,Q3,8,August,Aug,17,3,Thursday,33,0,0,2018,3,Aug 2017,201708
961,2017-08-18,2017,3,Q3,8,August,Aug,18,4,Friday,33,0,0,2018,3,Aug 2017,201708
962,2017-08-19,2017,3,Q3,8,August,Aug,19,5,Saturday,33,1,0,2018,3,Aug 2017,201708
963,2017-08-20,2017,3,Q3,8,August,Aug,20,6,Sunday,33,1,0,2018,3,Aug 2017,201708
964,2017-08-21,2017,3,Q3,8,August,Aug,21,0,Monday,34,0,0,2018,3,Aug 2017,201708
965,2017-08-22,2017,3,Q3,8,August,Aug,22,1,Tuesday,34,0,0,2018,3,Aug 2017,201708
966,2017-08-23,2017,3,Q3,8,August,Aug,23,2,Wednesday,34,0,0,2018,3,Aug 2017,201708
967,2017-08-24,2017,3,Q3,8,August,Aug,24,3,Thursday,34,0,0,2018,3,Aug 2017,201708
968,2017-08-25,2017,3,Q3,8,August,Aug,25,4,Friday,34,0,0,2018,3,Aug 2017,201708
969,2017-08-26,2017,3,Q3,8,August,Aug,26,5,Saturday,34,1,0,2018,3,Aug 2017,201708
970,2017-08-27,2017,3,Q3,8,August,Aug,27,6,Sunday,34,1,0,2018,3,Aug 2017,201708
971,2017-08-28,2017,3,Q3,8,August,Aug,28,0,Monday,35,0,0,2018,3,Aug 2017,201708
972,2017-08-29,2017,3,Q3,8,August,Aug,29,1,Tuesday,35,0,0,2018,3,Aug 2017,201708
973,2017-08-30,2017,3,Q3,8,August,Aug,30,2,Wednesday,35,0,0,2018,3,Aug 2017,201708
974,2017-08-31,2017,3,Q3,8,August,Aug,31,3,Thursday,35,0,0,2018,3,Aug 2017,201708
975,2017-09-01,2017,3,Q3,9,September,Sep,1,4,Friday,35,0,0,2018,3,Sep 2017,201709
976,2017-09-02,2017,3,Q3,9,September,Sep,2,5,Saturday,35,1,0,2018,3,Sep 2017,201709
977,2017-09-03,2017,3,Q3,9,September,Sep,3,6,Sunday,35,1,0,2018,3,Sep 2017,201709
978,2017-09-04,2017,3,Q3,9,September,Sep,4,0,Monday,36,0,0,2018,3,Sep 2017,201709
979,2017-09-05,2017,3,Q3,9,September,Sep,5,1,Tuesday,36,0,0,2018,3,Sep 2017,201709
980,2017-09-06,2017,3,Q3,9,September,Sep,6,2,Wednesday,36,0,0,2018,3,Sep 2017,201709
981,2017-09-07,2017,3,Q3,9,September,Sep,7,3,Thursday,36,0,0,2018,3,Sep 2017,201709
982,2017-09-08,2017,3,Q3,9,September,Sep,8,4,Friday,36,0,0,2018,3,Sep 2017,201709
983,2017-09-09,2017,3,Q3,9,September,Sep,9,5,Saturday,36,1,0,2018,3,Sep 2017,201709
984,2017-09-10,2017,3,Q3,9,September,Sep,10,6,Sunday,36,1,0,2018,3,Sep 2017,201709
985,2017-09-11,2017,3,Q3,9,September,Sep,11,0,Monday,37,0,0,2018,3,Sep 2017,201709
986,2017-09-12,2017,3,Q3,9,September,Sep,12,1,Tuesday,37,0,0,2018,3,Sep 2017,201709
987,2017-09-13,2017,3,Q3,9,September,Sep,13,2,Wednesday,37,0,0,2018,3,Sep 2017,201709
988,2017-09-14,2017,3,Q3,9,September,Sep,14,3,Thursday,37,0,0,2018,3,Sep 2017,201709
989,2017-09-15,2017,3,Q3,9,September,Sep,15,4,Friday,37,0,0,2018,3,Sep 2017,201709
990,2017-09-16,2017,3,Q3,9,September,Sep,16,5,Saturday,37,1,0,2018,3,Sep 2017,201709
991,2017-09-17,2017,3,Q3,9,September,Sep,17,6,Sunday,37,1,0,2018,3,Sep 2017,201709
992,2017-09-18,2017,3,Q3,9,September,Sep,18,0,Monday,38,0,0,2018,3,Sep 2017,201709
993,2017-09-19,2017,3,Q3,9,September,Sep,19,1,Tuesday,38,0,0,2018,3,Sep 2017,201709
994,2017-09-20,2017,3,Q3,9,September,Sep,20,2,Wednesday,38,0,0,2018,3,Sep 2017,201709
995,2017-09-21,2017,3,Q3,9,September,Sep,21,3,Thursday,38,0,0,2018,3,Sep 2017,201709
996,2017-09-22,2017,3,Q3,9,September,Sep,22,4,Friday,38,0,0,2018,3,Sep 2017,201709
997,2017-09-23,2017,3,Q3,9,September,Sep,23,5,Saturday,38,1,0,2018,3,Sep 2017,201709
998,2017-09-24,2017,3,Q3,9,September,Sep,24,6,Sunday,38,1,0,2018,3,Sep 2017,201709
999,2017-09-25,2017,3,Q3,9,September,Sep,25,0,Monday,39,0,1,2018,3,Sep 2017,201709
1000,2017-09-26,2017,3,Q3,9,September,Sep,26,1,Tuesday,39,0,0,2018,3,Sep 2017,201709
1001,2017-09-27,2017,3,Q3,9,September,Sep,27,2,Wednesday,39,0,0,2018,3,Sep 2017,201709
1002,2017-09-28,2017,3,Q3,9,September,Sep,28,3,Thursday,39,0,0,2018,3,Sep 2017,201709
1003,2017-09-29,2017,3,Q3,9,September,Sep,29,4,Friday,39,0,0,2018,3,Sep 2017,201709
1004,2017-09-30,2017,3,Q3,9,September,Sep,30,5,Saturday,39,1,0,2018,3,Sep 2017,201709
1005,2017-10-01,2017,4,Q4,10,October,Oct,1,6,Sunday,39,1,0,2018,4,Oct 2017,201710
1006,2017-10-02,2017,4,Q4,10,October,Oct,2,0,Monday,40,0,0,2018,4,Oct 2017,201710
1007,2017-10-03,2017,4,Q4,10,October,Oct,3,1,Tuesday,40,0,0,2018,4,Oct 2017,201710
1008,2017-10-04,2017,4,Q4,10,October,Oct,4,2,Wednesday,40,0,0,2018,4,Oct 2017,201710
1009,2017-10-05,2017,4,Q4,10,October,Oct,5,3,Thursday,40,0,0,2018,4,Oct 2017,201710
1010,2017-10-06,2017,4,Q4,10,October,Oct,6,4,Friday,40,0,0,2018,4,Oct 2017,201710
1011,2017-10-07,2017,4,Q4,10,October,Oct,7,5,Saturday,40,1,0,2018,4,Oct 2017,201710
1012,2017-10-08,2017,4,Q4,10,October,Oct,8,6,Sunday,40,1,1,2018,4,Oct 2017,201710
1013,2017-10-09,2017,4,Q4,10,October,Oct,9,0,Monday,41,0,0,2018,4,Oct 2017,201710
1014,2017-10-10,2017,4,Q4,10,October,Oct,10,1,Tuesday,41,0,0,2018,4,Oct 2017,201710
1015,2017-10-11,2017,4,Q4,10,October,Oct,11,2,Wednesday,41,0,0,2018,4,Oct 2017,201710
1016,2017-10-12,2017,4,Q4,10,October,Oct,12,3,Thursday,41,0,0,2018,4,Oct 2017,201710
1017,2017-10-13,2017,4,Q4,10,October,Oct,13,4,Friday,41,0,0,2018,4,Oct 2017,201710
1018,2017-10-14,2017,4,Q4,10,October,Oct,14,5,Saturday,41,1,0,2018,4,Oct 2017,201710
1019,2017-10-15,2017,4,Q4,10,October,Oct,15,6,Sunday,41,1,0,2018,4,Oct 2017,201710
1020,2017-10-16,2017,4,Q4,10,October,Oct,16,0,Monday,42,0,0,2018,4,Oct 2017,201710
1021,2017-10-17,2017,4,Q4,10,October,Oct,17,1,Tuesday,42,0,0,2018,4,Oct 2017,201710
1022,2017-10-18,2017,4,Q4,10,October,Oct,18,2,Wednesday,42,0,0,2018,4,Oct 2017,201710
1023,2017-10-19,2017,4,Q4,10,October,Oct,19,3,Thursday,42,0,0,2018,4,Oct 2017,201710
1024,2017-10-20,2017,4,Q4,10,October,Oct,20,4,Friday,42,0,1,2018,4,Oct 2017,201710
1025,2017-10-21,2017,4,Q4,10,October,Oct,21,5,Saturday,42,1,0,2018,4,Oct 2017,201710
1026,2017-10-22,2017,4,Q4,10,October,Oct,22,6,Sunday,42,1,0,2018,4,Oct 2017,201710
1027,2017-10-23,2017,4,Q4,10,October,Oct,23,0,Monday,43,0,0,2018,4,Oct 2017,201710
1028,2017-10-24,2017,4,Q4,10,October,Oct,24,1,Tuesday,43,0,0,2018,4,Oct 2017,201710
1029,2017-10-25,2017,4,Q4,10,October,Oct,25,2,Wednesday,43,0,0,2018,4,Oct 2017,201710
1030,2017-10-26,2017,4,Q4,10,October,Oct,26,3,Thursday,43,0,0,2018,4,Oct 2017,201710
1031,2017-10-27,2017,4,Q4,10,October,Oct,27,4,Friday,43,0,0,2018,4,Oct 2017,201710
1032,2017-10-28,2017,4,Q4,10,October,Oct,28,5,Saturday,43,1,0,2018,4,Oct 2017,201710
1033,2017-10-29,2017,4,Q4,10,October,Oct,29,6,Sunday,43,1,0,2018,4,Oct 2017,201710
1034,2017-10-30,2017,4,Q4,10,October,Oct,30,0,Monday,44,0,0,2018,4,Oct 2017,201710
1035,2017-10-31,2017,4,Q4,10,October,Oct,31,1,Tuesday,44,0,0,2018,4,Oct 2017,201710
1036,2017-11-01,2017,4,Q4,11,November,Nov,1,2,Wednesday,44,0,0,2018,4,Nov 2017,201711
1037,2017-11-02,2017,4,Q4,11,November,Nov,2,3,Thursday,44,0,0,2018,4,Nov 2017,201711
1038,2017-11-03,2017,4,Q4,11,November,Nov,3,4,Friday,44,0,0,2018,4,Nov 2017,201711
1039,2017-11-04,2017,4,Q4,11,November,Nov,4,5,Saturday,44,1,0,2018,4,Nov 2017,201711
1040,2017-11-05,2017,4,Q4,11,November,Nov,5,6,Sunday,44,1,0,2018,4,Nov 2017,201711
1041,2017-11-06,2017,4,Q4,11,November,Nov,6,0,Monday,45,0,0,2018,4,Nov 2017,201711
1042,2017-11-07,2017,4,Q4,11,November,Nov,7,1,Tuesday,45,0,0,2018,4,Nov 2017,201711
1043,2017-11-08,2017,4,Q4,11,November,Nov,8,2,Wednesday,45,0,0,2018,4,Nov 2017,201711
1044,2017-11-09,2017,4,Q4,11,November,Nov,9,3,Thursday,45,0,0,2018,4,Nov 2017,201711
1045,2017-11-10,2017,4,Q4,11,November,Nov,10,4,Friday,45,0,0,2018,4,Nov 2017,201711
1046,2017-11-11,2017,4,Q4,11,November,Nov,11,5,Saturday,45,1,0,2018,4,Nov 2017,201711
1047,2017-11-12,2017,4,Q4,11,November,Nov,12,6,Sunday,45,1,0,2018,4,Nov 2017,201711
1048,2017-11-13,2017,4,Q4,11,November,Nov,13,0,Monday,46,0,0,2018,4,Nov 2017,201711
1049,2017-11-14,2017,4,Q4,11,November,Nov,14,1,Tuesday,46,0,0,2018,4,Nov 2017,201711
1050,2017-11-15,2017,4,Q4,11,November,Nov,15,2,Wednesday,46,0,0,2018,4,Nov 2017,201711
1051,2017-11-16,2017,4,Q4,11,November,Nov,16,3,Thursday,46,0,0,2018,4,Nov 2017,201711
1052,2017-11-17,2017,4,Q4,11,November,Nov,17,4,Friday,46,0,0,2018,4,Nov 2017,201711
1053,2017-11-18,2017,4,Q4,11,November,Nov,18,5,Saturday,46,1,0,2018,4,Nov 2017,201711
1054,2017-11-19,2017,4,Q4,11,November,Nov,19,6,Sunday,46,1,0,2018,4,Nov 2017,201711
1055,2017-11-20,2017,4,Q4,11,November,Nov,20,0,Monday,47,0,1,2018,4,Nov 2017,201711
1056,2017-11-21,2017,4,Q4,11,November,Nov,21,1,Tuesday,47,0,0,2018,4,Nov 2017,201711
1057,2017-11-22,2017,4,Q4,11,November,Nov,22,2,Wednesday,47,0,0,2018,4,Nov 2017,201711
1058,2017-11-23,2017,4,Q4,11,November,Nov,23,3,Thursday,47,0,0,2018,4,Nov 2017,201711
1059,2017-11-24,2017,4,Q4,11,November,Nov,24,4,Friday,47,0,0,2018,4,Nov 2017,201711
1060,2017-11-25,2017,4,Q4,11,November,Nov,25,5,Saturday,47,1,0,2018,4,Nov 2017,201711
1061,2017-11-26,2017,4,Q4,11,November,Nov,26,6,Sunday,47,1,0,2018,4,Nov 2017,201711
1062,2017-11-27,2017,4,Q4,11,November,Nov,27,0,Monday,48,0,1,2018,4,Nov 2017,201711
1063,2017-11-28,2017,4,Q4,11,November,Nov,28,1,Tuesday,48,0,0,2018,4,Nov 2017,201711
1064,2017-11-29,2017,4,Q4,11,November,Nov,29,2,Wednesday,48,0,0,2018,4,Nov 2017,201711
1065,2017-11-30,2017,4,Q4,11,November,Nov,30,3,Thursday,48,0,0,2018,4,Nov 2017,201711
1066,2017-12-01,2017,4,Q4,12,December,Dec,1,4,Friday,48,0,0,2018,4,Dec 2017,201712
1067,2017-12-02,2017,4,Q4,12,December,Dec,2,5,Saturday,48,1,0,2018,4,Dec 2017,201712
1068,2017-12-03,2017,4,Q4,12,December,Dec,3,6,Sunday,48,1,0,2018,4,Dec 2017,201712
1069,2017-12-04,2017,4,Q4,12,December,Dec,4,0,Monday,49,0,0,2018,4,Dec 2017,201712
1070,2017-12-05,2017,4,Q4,12,December,Dec,5,1,Tuesday,49,0,0,2018,4,Dec 2017,201712
1071,2017-12-06,2017,4,Q4,12,December,Dec,6,2,Wednesday,49,0,0,2018,4,Dec 2017,201712
1072,2017-12-07,2017,4,Q4,12,December,Dec,7,3,Thursday,49,0,0,2018,4,Dec 2017,201712
1073,2017-12-08,2017,4,Q4,12,December,Dec,8,4,Friday,49,0,0,2018,4,Dec 2017,201712
1074,2017-12-09,2017,4,Q4,12,December,Dec,9,5,Saturday,49,1,0,2018,4,Dec 2017,201712
1075,2017-12-10,2017,4,Q4,12,December,Dec,10,6,Sunday,49,1,1,2018,4,Dec 2017,201712
1076,2017-12-11,2017,4,Q4,12,December,Dec,11,0,Monday,50,0,0,2018,4,Dec 2017,201712
1077,2017-12-12,2017,4,Q4,12,December,Dec,12,1,Tuesday,50,0,0,2018,4,Dec 2017,201712
1078,2017-12-13,2017,4,Q4,12,December,Dec,13,2,Wednesday,50,0,0,2018,4,Dec 2017,201712
1079,2017-12-14,2017,4,Q4,12,December,Dec,14,3,Thursday,50,0,0,2018,4,Dec 2017,201712
1080,2017-12-15,2017,4,Q4,12,December,Dec,15,4,Friday,50,0,0,2018,4,Dec 2017,201712
1081,2017-12-16,2017,4,Q4,12,December,Dec,16,5,Saturday,50,1,0,2018,4,Dec 2017,201712
1082,2017-12-17,2017,4,Q4,12,December,Dec,17,6,Sunday,50,1,0,2018,4,Dec 2017,201712
1083,2017-12-18,2017,4,Q4,12,December,Dec,18,0,Monday,51,0,0,2018,4,Dec 2017,201712
1084,2017-12-19,2017,4,Q4,12,December,Dec,19,1,Tuesday,51,0,0,2018,4,Dec 2017,201712
1085,2017-12-20,2017,4,Q4,12,December,Dec,20,2,Wednesday,51,0,0,2018,4,Dec 2017,201712
1086,2017-12-21,2017,4,Q4,12,December,Dec,21,3,Thursday,51,0,0,2018,4,Dec 2017,201712
1087,2017-12-22,2017,4,Q4,12,December,Dec,22,4,Friday,51,0,0,2018,4,Dec 2017,201712
1088,2017-12-23,2017,4,Q4,12,December,Dec,23,5,Saturday,51,1,0,2018,4,Dec 2017,201712
1089,2017-12-24,2017,4,Q4,12,December,Dec,24,6,Sunday,51,1,1,2018,4,Dec 2017,201712
1090,2017-12-25,2017,4,Q4,12,December,Dec,25,0,Monday,52,0,0,2018,4,Dec 2017,201712
1091,2017-12-26,2017,4,Q4,12,December,Dec,26,1,Tuesday,52,0,0,2018,4,Dec 2017,201712
1092,2017-12-27,2017,4,Q4,12,December,Dec,27,2,Wednesday,52,0,0,2018,4,Dec 2017,201712
1093,2017-12-28,2017,4,Q4,12,December,Dec,28,3,Thursday,52,0,0,2018,4,Dec 2017,201712
1094,2017-12-29,2017,4,Q4,12,December,Dec,29,4,Friday,52,0,0,2018,4,Dec 2017,201712
1095,2017-12-30,2017,4,Q4,12,December,Dec,30,5,Saturday,52,1,0,2018,4,Dec 2017,201712
1096,2017-12-31,2017,4,Q4,12,December,Dec,31,6,Sunday,52,1,0,2018,4,Dec 2017,201712
1097,2018-01-01,2018,1,Q1,1,January,Jan,1,0,Monday,1,0,0,2018,1,Jan 2018,201801
1098,2018-01-02,2018,1,Q1,1,January,Jan,2,1,Tuesday,1,0,0,2018,1,Jan 2018,201801
1099,2018-01-03,2018,1,Q1,1,January,Jan,3,2,Wednesday,1,0,0,2018,1,Jan 2018,201801
1100,2018-01-04,2018,1,Q1,1,January,Jan,4,3,Thursday,1,0,0,2018,1,Jan 2018,201801
1101,2018-01-05,2018,1,Q1,1,January,Jan,5,4,Friday,1,0,0,2018,1,Jan 2018,201801
1102,2018-01-06,2018,1,Q1,1,January,Jan,6,5,Saturday,1,1,1,2018,1,Jan 2018,201801
1103,2018-01-07,2018,1,Q1,1,January,Jan,7,6,Sunday,1,1,0,2018,1,Jan 2018,201801
1104,2018-01-08,2018,1,Q1,1,January,Jan,8,0,Monday,2,0,0,2018,1,Jan 2018,201801
1105,2018-01-09,2018,1,Q1,1,January,Jan,9,1,Tuesday,2,0,1,2018,1,Jan 2018,201801
1106,2018-01-10,2018,1,Q1,1,January,Jan,10,2,Wednesday,2,0,0,2018,1,Jan 2018,201801
1107,2018-01-11,2018,1,Q1,1,January,Jan,11,3,Thursday,2,0,0,2018,1,Jan 2018,201801
1108,2018-01-12,2018,1,Q1,1,January,Jan,12,4,Friday,2,0,0,2018,1,Jan 2018,201801
1109,2018-01-13,2018,1,Q1,1,January,Jan,13,5,Saturday,2,1,0,2018,1,Jan 2018,201801
1110,2018-01-14,2018,1,Q1,1,January,Jan,14,6,Sunday,2,1,0,2018,1,Jan 2018,201801
1111,2018-01-15,2018,1,Q1,1,January,Jan,15,0,Monday,3,0,0,2018,1,Jan 2018,201801
1112,2018-01-16,2018,1,Q1,1,January,Jan,16,1,Tuesday,3,0,0,2018,1,Jan 2018,201801
1113,2018-01-17,2018,1,Q1,1,January,Jan,17,2,Wednesday,3,0,0,2018,1,Jan 2018,201801
1114,2018-01-18,2018,1,Q1,1,January,Jan,18,3,Thursday,3,0,0,2018,1,Jan 2018,201801
1115,2018-01-19,2018,1,Q1,1,January,Jan,19,4,Friday,3,0,0,2018,1,Jan 2018,201801
1116,2018-01-20,2018,1,Q1,1,January,Jan,20,5,Saturday,3,1,0,2018,1,Jan 2018,201801
1117,2018-01-21,2018,1,Q1,1,January,Jan,21,6,Sunday,3,1,0,2018,1,Jan 2018,201801
1118,2018-01-22,2018,1,Q1,1,January,Jan,22,0,Monday,4,0,0,2018,1,Jan 2018,201801
1119,2018-01-23,2018,1,Q1,1,January,Jan,23,1,Tuesday,4,0,0,2018,1,Jan 2018,201801
1120,2018-01-24,2018,1,Q1,1,January,Jan,24,2,Wednesday,4,0,0,2018,1,Jan 2018,201801
1121,2018-01-25,2018,1,Q1,1,January,Jan,25,3,Thursday,4,0,0,2018,1,Jan 2018,201801
1122,2018-01-26,2018,1,Q1,1,January,Jan,26,4,Friday,4,0,1,2018,1,Jan 2018,201801
1123,2018-01-27,2018,1,Q1,1,January,Jan,27,5,Saturday,4,1,0,2018,1,Jan 2018,201801
1124,2018-01-28,2018,1,Q1,1,January,Jan,28,6,Sunday,4,1,0,2018,1,Jan 2018,201801
1125,2018-01-29,2018,1,Q1,1,January,Jan,29,0,Monday,5,0,0,2018,1,Jan 2018,201801
1126,2018-01-30,2018,1,Q1,1,January,Jan,30,1,Tuesday,5,0,0,2018,1,Jan 2018,201801
1127,2018-01-31,2018,1,Q1,1,January,Jan,31,2,Wednesday,5,0,0,2018,1,Jan 2018,201801
1128,2018-02-01,2018,1,Q1,2,February,Feb,1,3,Thursday,5,0,0,2018,1,Feb 2018,201802
1129,2018-02-02,2018,1,Q1,2,February,Feb,2,4,Friday,5,0,0,2018,1,Feb 2018,201802
1130,2018-02-03,2018,1,Q1,2,February,Feb,3,5,Saturday,5,1,0,2018,1,Feb 2018,201802
1131,2018-02-04,2018,1,Q1,2,February,Feb,4,6,Sunday,5,1,0,2018,1,Feb 2018,201802
1132,2018-02-05,2018,1,Q1,2,February,Feb,5,0,Monday,6,0,0,2018,1,Feb 2018,201802
1133,2018-02-06,2018,1,Q1,2,February,Feb,6,1,Tuesday,6,0,0,2018,1,Feb 2018,201802
1134,2018-02-07,2018,1,Q1,2,February,Feb,7,2,Wednesday,6,0,0,2018,1,Feb 2018,201802
1135,2018-02-08,2018,1,Q1,2,February,Feb,8,3,Thursday,6,0,0,2018,1,Feb 2018,201802
1136,2018-02-09,2018,1,Q1,2,February,Feb,9,4,Friday,6,0,0,2018,1,Feb 2018,201802
1137,2018-02-10,2018,1,Q1,2,February,Feb,10,5,Saturday,6,1,0,2018,1,Feb 2018,201802
1138,2018-02-11,2018,1,Q1,2,February,Feb,11,6,Sunday,6,1,0,2018,1,Feb 2018,201802
1139,2018-02-12,2018,1,Q1,2,February,Feb,12,0,Monday,7,0,0,2018,1,Feb 2018,201802
1140,2018-02-13,2018,1,Q1,2,February,Feb,13,1,Tuesday,7,0,0,2018,1,Feb 2018,201802
1141,2018-02-14,2018,1,Q1,2,February,Feb,14,2,Wednesday,7,0,0,2018,1,Feb 2018,201802
1142,2018-02-15,2018,1,Q1,2,February,Feb,15,3,Thursday,7,0,0,2018,1,Feb 2018,201802
1143,2018-02-16,2018,1,Q1,2,February,Feb,16,4,Friday,7,0,0,2018,1,Feb 2018,201802
1144,2018-02-17,2018,1,Q1,2,February,Feb,17,5,Saturday,7,1,0,2018,1,Feb 2018,201802
1145,2018-02-18,2018,1,Q1,2,February,Feb,18,6,Sunday,7,1,0,2018,1,Feb 2018,201802
1146,2018-02-19,2018,1,Q1,2,February,Feb,19,0,Monday,8,0,0,2018,1,Feb 2018,201802
1147,2018-02-20,2018,1,Q1,2,February,Feb,20,1,Tuesday,8,0,0,2018,1,Feb 2018,201802
1148,2018-02-21,2018,1,Q1,2,February,Feb,21,2,Wednesday,8,0,0,2018,1,Feb 2018,201802
1149,2018-02-22,2018,1,Q1,2,February,Feb,22,3,Thursday,8,0,0,2018,1,Feb 2018,201802
1150,2018-02-23,2018,1,Q1,2,February,Feb,23,4,Friday,8,0,0,2018,1,Feb 2018,201802
1151,2018-02-24,2018,1,Q1,2,February,Feb,24,5,Saturday,8,1,0,2018,1,Feb 2018,201802
1152,2018-02-25,2018,1,Q1,2,February,Feb,25,6,Sunday,8,1,0,2018,1,Feb 2018,201802
1153,2018-02-26,2018,1,Q1,2,February,Feb,26,0,Monday,9,0,0,2018,1,Feb 2018,201802
1154,2018-02-27,2018,1,Q1,2,February,Feb,27,1,Tuesday,9,0,0,2018,1,Feb 2018,201802
1155,2018-02-28,2018,1,Q1,2,February,Feb,28,2,Wednesday,9,0,0,2018,1,Feb 2018,201802
1156,2018-03-01,2018,1,Q1,3,March,Mar,1,3,Thursday,9,0,0,2018,1,Mar 2018,201803
1157,2018-03-02,2018,1,Q1,3,March,Mar,2,4,Friday,9,0,0,2018,1,Mar 2018,201803
1158,2018-03-03,2018,1,Q1,3,March,Mar,3,5,Saturday,9,1,0,2018,1,Mar 2018,201803
1159,2018-03-04,2018,1,Q1,3,March,Mar,4,6,Sunday,9,1,0,2018,1,Mar 2018,201803
1160,2018-03-05,2018,1,Q1,3,March,Mar,5,0,Monday,10,0,0,2018,1,Mar 2018,201803
1161,2018-03-06,2018,1,Q1,3,March,Mar,6,1,Tuesday,10,0,0,2018,1,Mar 2018,201803
1162,2018-03-07,2018,1,Q1,3,March,Mar,7,2,Wednesday,10,0,0,2018,1,Mar 2018,201803
1163,2018-03-08,2018,1,Q1,3,March,Mar,8,3,Thursday,10,0,0,2018,1,Mar 2018,201803
