Employee_ID,Department_ID,Location_ID,JobRole_ID,Age,Gender,Education_ID,Years_Experience,Date_of_Joining,Joining_Date_ID,Performance_Rating,Engagement_Score,Work_Life_Balance,Salary,Attrition,Absenteeism_Days,Training_Hours,Last_Hike_Percentage,Promotion_Last_3_Years,Satisfaction_Score,Remote_Work_Percentage,Overtime_Hours,Last_Review_Date,Last_Review_Date_ID,Tenure_Years,Age_Group,Performance_Category,Salary_Per_Year_Experience,Comp_Ratio
13457,3,1,2,45,Female,1,26,2015-04-25,115,5,5,3,501724,Yes,5,61,19,No,4,51,8,2016-01-17,382,9.686516084873375,41-50,High,18582.37037037037,1.376422788761992
13458,4,2,4,43,Female,1,22,2016-09-08,617,3,1,4,391532,No,0,54,14,No,2,47,7,2017-09-09,983,8.31211498973306,41-50,Medium,17023.130434782608,1.2832612821075884
13459,6,5,1,24,Male,1,2,2020-02-25,1882,2,1,4,800000,Yes,5,45,1,No,2,40,5,2021-01-11,2203,4.848733744010952,21-30,Low,266666.6666666667,0.8226576366280086
13460,3,2,2,30,Female,2,6,2023-12-07,3263,2,1,4,316961,No,1,17,2,No,2,48,6,2024-10-16,3577,1.0677618069815196,21-30,Low,45280.142857142855,0.8695464907973104
13461,2,4,5,21,Female,1,0,2023-02-16,2969,1,1,3,600000,No,1,76,9,No,1,59,8,2024-04-12,3390,1.8726899383983573,21-30,Low,600000.0,0.8270836822592618
13462,3,5,2,32,Female,1,13,2022-06-01,2709,5,3,5,394604,No,2,94,18,Yes,4,83,13,2023-07-13,3116,2.5845311430527036,31-40,High,28186.0,1.0825512395991364
13463,6,5,1,31,Female,1,6,2016-08-04,582,1,1,3,816740,No,3,41,5,No,1,48,10,2017-04-17,838,8.407939767282683,31-40,Low,116677.14285714286,0.8398717476744497
13464,5,4,4,34,Female,2,11,2022-05-23,2700,4,5,5,343879,No,2,54,17,No,4,25,5,2023-04-22,3034,2.6091718001368926,31-40,High,28656.583333333332,1.127076730458495
13465,1,1,1,50,Female,3,29,2015-12-09,343,5,5,2,1436666,No,7,50,22,Yes,3,39,7,2016-10-29,668,9.062286105407255,41-50,High,47888.86666666667,1.4773553202297682
13466,4,5,1,34,Female,1,9,2017-05-02,853,5,5,4,946351,No,2,61,25,No,4,41,4,2017-11-07,1042,7.665982203969883,31-40,High,94635.1,0.9731535963506908
13467,4,4,2,28,Female,1,5,2016-11-23,693,1,1,3,300000,No,3,21,2,Yes,1,42,16,2017-09-30,1004,8.10403832991102,21-30,Low,50000.0,0.8230159143843978
13468,6,4,3,21,Female,1,1,2020-04-14,1931,5,5,4,417479,No,3,57,24,No,4,81,12,2021-07-02,2375,4.714579055441479,21-30,High,208739.5,0.8611543142391551
13469,2,1,3,28,Female,3,9,2024-02-09,3327,2,1,5,405223,No,0,32,3,No,2,86,12,2024-11-28,3620,0.892539356605065,21-30,Low,40522.3,0.835873264712556
13470,3,5,4,31,Male,1,9,2021-10-04,2469,4,3,4,297690,Yes,6,76,27,No,3,39,3,2023-03-06,2987,3.241615331964408,31-40,High,29769.0,0.9756904954655252
13471,5,3,3,45,Male,1,24,2022-08-09,2778,2,2,5,514618,Yes,10,44,5,No,3,69,19,2024-01-19,3306,2.3956194387405887,41-50,Low,20584.72,1.0615276717754079
13472,3,3,2,29,Male,1,5,2018-02-07,1134,4,5,4,333188,No,0,89,29,No,4,52,13,2018-10-18,1387,6.896646132785763,21-30,High,55531.333333333336,0.9140634216063624
13473,3,1,2,42,Female,1,17,2018-05-13,1229,4,5,3,385475,No,3,40,27,Yes,4,74,17,2019-08-12,1685,6.636550308008213,41-50,High,21415.277777777777,1.057506865324419
13474,1,1,4,40,Male,1,19,2020-10-21,2121,5,5,5,366228,No,0,70,20,Yes,5,42,8,2021-10-04,2469,4.1943874058863795,31-40,High,18311.4,1.200326442854474
13475,2,5,3,21,Female,1,1,2016-03-26,451,3,2,4,400000,No,1,23,17,No,3,74,20,2016-11-23,693,8.766598220396988,21-30,Medium,200000.0,0.8250995276305204
13476,2,2,5,36,Male,4,16,2017-06-07,889,5,3,2,927462,No,6,92,28,No,3,43,7,2018-08-29,1337,7.567419575633128,31-40,High,54556.58823529412,1.2784811435258991
13477,6,2,5,33,Female,4,12,2022-04-04,2651,5,5,3,871274,No,4,78,19,Yes,4,53,4,2023-08-04,3138,2.7433264887063653,31-40,High,67021.07692307692,1.2010275136279267
13478,2,4,2,27,Male,2,7,2019-12-16,1811,1,1,4,302013,No,1,23,7,No,2,41,10,2020-07-16,2024,5.04312114989733,21-30,Low,37751.625,0.8285383511699171
13479,3,1,3,48,Female,3,27,2019-12-14,1809,3,3,3,582860,No,1,49,8,Yes,3,40,10,2020-11-23,2154,5.048596851471594,41-50,Medium,20816.428571428572,1.202293776686813
13480,4,2,3,35,Male,1,14,2019-08-25,1698,2,1,5,447705,No,3,58,10,No,2,52,6,2021-01-08,2200,5.352498288843258,31-40,Low,29847.0,0.9235029600445553
13481,2,2,2,21,Female,1,2,2019-05-22,1603,3,3,3,335189,No,1,28,19,No,3,89,9,2020-04-26,1943,5.6125941136208075,21-30,Medium,111729.66666666667,0.9195529377553064
13482,3,1,1,39,Female,2,16,2015-09-04,247,5,4,3,1217682,No,0,77,18,Yes,3,27,4,2017-01-20,751,9.325119780971937,31-40,High,71628.35294117648,1.2521692453555835
13483,4,1,4,34,Male,3,13,2015-12-10,344,5,4,3,345544,No,2,50,17,Yes,3,15,8,2017-05-25,876,9.059548254620124,31-40,High,24681.714285714286,1.132533832393226
13484,5,1,3,30,Other,2,5,2019-12-24,1819,5,3,4,459045,No,2,55,15,No,3,72,12,2020-11-21,2152,5.021218343600274,21-30,High,76507.5,0.9468945316528806
13485,4,1,2,38,Male,4,14,2020-02-22,1879,3,2,4,352712,No,1,19,17,No,3,46,7,2021-03-12,2263,4.856947296372348,31-40,Medium,23514.133333333335,0.9676252973144991
13486,4,3,2,31,Male,3,11,2021-01-20,2212,5,5,5,402606,No,3,53,19,Yes,5,71,12,2022-04-29,2676,3.9452429842573578,31-40,High,33550.5,1.1045038174221495
13487,2,4,3,40,Female,2,18,2020-11-27,2158,5,5,5,640760,No,1,45,24,Yes,5,85,11,2021-06-17,2360,4.093086926762491,31-40,High,33724.21052631579,1.3217269333113306
13488,6,2,1,22,Male,2,0,2023-05-18,3060,5,4,3,855708,No,2,96,24,No,3,33,4,2024-09-08,3539,1.623545516769336,21-30,High,855708.0,0.8799434011546
13489,2,1,3,30,Male,1,5,2023-04-05,3017,1,1,4,435585,No,2,25,6,No,2,88,8,2024-02-07,3325,1.7412731006160165,21-30,Low,72597.5,0.8985024443573506
13490,5,1,3,25,Female,1,0,2017-11-02,1037,2,1,5,400000,Yes,8,15,10,No,2,53,8,2018-10-26,1395,7.162217659137577,21-30,Low,400000.0,0.8250995276305204
13491,2,4,4,30,Male,2,10,2021-02-05,2228,3,3,5,290733,No,3,31,8,No,3,45,9,2022-02-04,2592,3.9014373716632442,21-30,Medium,26430.272727272728,0.952888658732838
13492,6,5,3,21,Male,1,1,2018-02-08,1135,1,1,5,400000,Yes,7,41,9,No,2,54,11,2019-01-04,1465,6.893908281998631,21-30,Low,200000.0,0.8250995276305204
13493,4,1,5,24,Female,4,0,2020-04-16,1933,3,2,4,600000,No,1,45,19,Yes,3,46,8,2021-01-18,2210,4.7091033538672145,21-30,Medium,600000.0,0.8270836822592618
13494,4,1,2,26,Female,2,6,2019-10-07,1741,2,2,5,326295,No,0,57,6,No,3,70,10,2021-03-22,2273,5.234770704996578,21-30,Low,46613.57142857143,0.8951532592801903
13495,2,3,5,30,Female,2,8,2019-08-03,1676,3,2,2,639525,No,11,78,16,No,2,49,4,2020-07-04,2012,5.412731006160164,21-30,Medium,71058.33333333333,0.8815678198280906
13496,3,3,4,21,Male,1,0,2021-11-04,2500,5,5,3,289927,No,4,61,19,No,4,20,6,2022-07-20,2758,3.156741957563313,21-30,High,289927.0,0.9502469625410102
13497,4,2,2,30,Male,4,8,2017-01-23,754,2,3,3,333004,Yes,7,58,4,No,2,72,9,2018-02-08,1135,7.9370294318959616,21-30,Low,37000.444444444445,0.9135586385122066
13498,4,3,2,26,Female,1,3,2022-11-12,2873,2,1,3,301544,No,4,29,9,No,2,65,13,2023-10-21,3216,2.135523613963039,21-30,Low,75386.0,0.8272517029570962
13499,1,3,2,28,Male,1,7,2020-06-10,1988,5,5,5,344612,No,2,84,25,Yes,5,46,9,2021-05-15,2327,4.558521560574949,21-30,High,43076.5,0.9454038676261203
13500,6,5,4,21,Male,4,0,2020-03-04,1890,5,5,3,293767,No,2,67,15,No,4,26,7,2021-01-16,2208,4.826830937713894,21-30,High,293767.0,0.9628327111472369
13501,5,1,3,36,Female,1,12,2018-07-12,1289,2,2,4,481880,No,1,58,6,No,2,73,7,2019-12-31,1826,6.4722792607802875,31-40,Low,37067.692307692305,0.9939974009364879
13502,2,5,3,25,Male,4,6,2022-07-12,2750,5,3,3,534651,No,2,68,23,No,3,54,12,2023-05-17,3059,2.4722792607802875,21-30,High,76378.71428571429,1.1028507188679635
13503,5,2,3,30,Male,2,10,2023-10-16,3211,4,3,3,476746,No,2,52,28,No,3,66,19,2024-08-24,3524,1.2101300479123889,21-30,High,43340.545454545456,0.9834072484993502
13504,3,3,4,25,Male,3,0,2020-04-12,1929,5,5,3,252803,No,3,87,23,No,4,11,7,2021-04-23,2305,4.720054757015743,21-30,High,252803.0,0.8285716158593542
13505,3,3,1,35,Male,2,10,2024-11-07,3599,4,5,3,910143,No,3,43,28,Yes,4,49,6,2024-10-25,3586,0.14784394250513347,31-40,High,82740.27272727272,0.935920111716907
13506,2,2,1,33,Female,1,14,2020-08-02,2041,4,5,3,1170893,Yes,9,73,27,No,4,38,7,2021-11-26,2522,4.413415468856948,31-40,High,78059.53333333334,1.2040550851553486
13507,4,3,1,21,Male,1,0,2016-08-23,601,5,5,4,870154,No,3,42,24,No,4,20,7,2017-09-16,990,8.355920602327172,21-30,High,870154.0,0.8947985414280103
13508,4,2,2,25,Male,2,4,2019-11-17,1782,4,5,3,324607,No,2,86,25,Yes,4,62,12,2020-07-24,2032,5.122518822724161,21-30,High,64921.4,0.8905224230685874
13509,3,1,2,27,Male,2,3,2023-09-16,3181,2,1,4,300000,No,1,47,2,No,2,42,5,2024-07-18,3487,1.2922655715263518,21-30,Low,75000.0,0.8230159143843978
13510,4,2,4,28,Female,2,5,2019-04-05,1556,1,1,4,250000,Yes,8,22,2,No,2,36,7,2020-04-14,1931,5.7412731006160165,21-30,Low,41666.666666666664,0.8193846748845487
13511,4,2,2,21,Male,1,1,2017-01-18,749,5,5,5,324519,No,3,51,17,No,5,82,8,2017-08-03,946,7.950718685831622,21-30,High,162259.5,0.8902810050670347
13512,4,1,1,35,Male,2,16,2015-09-01,244,3,5,3,990749,Yes,5,90,10,No,3,29,3,2017-01-10,741,9.333333333333334,31-40,Medium,58279.35294117647,1.0188090385394537
13513,1,5,2,36,Female,3,16,2020-03-21,1907,5,5,3,414423,No,1,89,25,Yes,4,59,8,2021-07-14,2387,4.780287474332649,31-40,High,24377.823529411766,1.136922414289751
13514,5,1,5,26,Male,2,5,2021-09-18,2453,4,5,4,713005,No,1,41,21,Yes,4,45,10,2022-05-22,2699,3.2854209445585214,21-30,High,118834.16666666667,0.9828580014487749
13515,3,2,2,36,Male,3,17,2022-12-23,2914,5,5,3,480790,No,1,83,28,No,4,74,18,2024-04-04,3382,2.023271731690623,31-40,High,26710.555555555555,1.3189927382562487
13516,2,1,5,27,Female,2,8,2021-04-12,2294,4,5,2,748070,Yes,6,74,23,No,3,40,8,2022-06-19,2727,3.7207392197125255,21-30,High,83118.88888888889,1.03119415031281
13517,2,2,1,36,Female,2,13,2022-11-02,2863,3,4,2,979103,No,5,57,12,Yes,3,45,6,2023-09-18,3183,2.16290212183436,31-40,Medium,69935.92857142857,1.0068331999942415
13518,3,1,2,37,Female,2,12,2024-11-15,3607,2,1,3,344911,Yes,11,28,4,No,2,82,10,2024-10-03,3564,0.12594113620807665,31-40,Low,26531.615384615383,0.9462241401541235
13519,5,2,4,29,Male,1,8,2022-07-21,2759,4,5,3,314146,No,0,84,18,Yes,4,34,2,2024-01-06,3293,2.4476386036960984,21-30,High,34905.11111111111,1.0296256723051258
13520,2,1,3,35,Female,3,12,2020-08-11,2050,5,3,5,498473,No,2,73,16,Yes,4,64,9,2021-06-03,2346,4.388774811772758,31-40,High,38344.07692307692,1.028224592091421
13521,4,1,4,26,Male,2,2,2019-11-20,1785,2,3,5,263109,No,3,17,8,No,3,15,7,2021-01-06,2198,5.114305270362765,21-30,Low,87703.0,0.8623499296967949
13522,1,3,4,37,Male,2,16,2020-06-22,2000,4,3,4,357448,No,0,67,27,No,3,13,5,2021-05-04,2316,4.525667351129363,31-40,High,21026.352941176472,1.1715496530725287
13523,3,3,2,40,Other,2,21,2023-01-10,2932,3,4,3,441669,No,4,30,12,Yes,3,60,19,2023-10-21,3216,1.9739904175222451,31-40,Medium,20075.863636363636,1.211668719634142
13524,6,1,3,42,Male,3,22,2015-09-07,250,3,3,5,523882,No,0,45,9,Yes,3,49,13,2016-12-16,716,9.316906228610542,41-50,Medium,22777.478260869564,1.0806369768353308
13525,5,1,3,42,Male,1,20,2022-10-04,2834,4,3,3,645027,Yes,8,66,19,No,3,67,15,2023-10-10,3205,2.242299794661191,41-50,High,30715.571428571428,1.3305286825223293
13526,2,4,4,24,Female,4,2,2019-10-24,1758,4,5,4,268539,No,0,69,28,Yes,4,24,8,2020-10-13,2113,5.188227241615332,21-30,High,89513.0,0.8801469648352873
13527,3,1,2,23,Female,1,1,2021-07-14,2387,1,1,4,300000,No,2,20,8,No,2,82,10,2022-06-03,2711,3.46611909650924,21-30,Low,150000.0,0.8230159143843978
13528,2,5,1,29,Male,4,7,2024-06-06,3445,2,1,4,802056,No,4,67,1,No,2,29,5,2024-11-13,3605,0.5694729637234771,21-30,Low,100257.0,0.8247718667541426
13529,3,2,3,50,Female,2,31,2019-07-03,1645,5,5,4,759270,Yes,5,83,23,No,4,54,19,2020-02-13,1870,5.49760438056126,41-50,High,23727.1875,1.5661832958600632
13530,5,1,5,29,Male,2,9,2021-09-05,2440,3,3,4,730712,No,2,40,12,No,3,29,7,2022-08-06,2775,3.3210130047912387,21-30,Medium,73071.2,1.0072666193850495
13531,5,3,1,31,Male,1,6,2020-11-20,2151,2,3,3,805303,Yes,10,49,7,No,2,43,4,2021-11-04,2500,4.112251882272417,31-40,Low,115043.28571428571,0.8281108284368065
13532,2,4,2,23,Female,1,2,2020-05-26,1973,3,5,3,318772,No,3,41,18,No,3,43,13,2021-01-25,2217,4.59958932238193,21-30,Medium,106257.33333333333,0.8745147635338109
13533,6,2,2,33,Male,4,12,2021-05-02,2314,5,5,3,402612,No,1,69,15,No,4,59,12,2022-05-20,2697,3.6659822039698837,31-40,High,30970.153846153848,1.1045202777404373
13534,4,2,4,41,Male,2,16,2021-12-04,2530,5,5,5,384557,No,0,61,21,No,5,38,4,2023-02-04,2957,3.07460643394935,41-50,High,22621.0,1.2604004496783097
13535,2,2,2,24,Male,2,3,2017-11-13,1048,3,5,3,331304,No,2,33,13,No,3,77,8,2018-10-18,1387,7.132101300479124,21-30,Medium,82826.0,0.9088948816640284
13536,3,5,2,34,Male,1,14,2020-11-21,2152,3,4,3,394696,No,1,32,10,No,3,41,9,2021-10-22,2487,4.1095140314852845,31-40,Medium,26313.066666666666,1.0828036311462144
13537,4,3,3,23,Female,1,1,2022-04-14,2661,1,1,5,400000,No,2,10,6,No,2,62,6,2023-09-25,3190,2.7159479808350446,21-30,Low,200000.0,0.8250995276305204
13538,4,1,1,32,Male,2,7,2017-12-02,1067,4,3,2,945232,No,11,90,18,No,2,40,7,2018-05-31,1247,7.080082135523614,31-40,High,118154.0,0.9720029039814573
13539,3,1,2,28,Female,4,6,2020-06-07,1985,2,1,3,330232,No,0,38,10,No,2,80,11,2021-06-11,2354,4.566735112936345,21-30,Low,47176.0,0.9059539714632948
13540,3,1,2,40,Female,2,15,2020-12-16,2177,3,3,5,399848,No,5,14,18,No,3,76,12,2021-11-14,2510,4.041067761806982,31-40,Medium,24990.5,1.0969375577825757
13541,2,1,3,24,Male,1,0,2019-05-04,1585,4,4,4,425297,Yes,2,88,16,No,4,75,14,2020-04-08,1925,5.661875427789186,21-30,High,425297.0,0.8772808845066936
13542,5,1,2,41,Female,2,18,2021-10-17,2482,5,5,5,435941,No,0,74,15,Yes,5,80,17,2022-11-13,2874,3.2060232717316905,41-50,High,22944.263157894737,1.1959546024421626
13543,3,3,1,27,Male,1,5,2021-05-19,2331,5,3,4,944949,No,0,40,24,Yes,3,28,5,2022-05-08,2685,3.619438740588638,21-30,High,157491.5,0.9717118888425001
13544,2,1,3,33,Male,2,14,2022-08-14,2783,5,5,5,526031,No,3,60,15,No,5,63,12,2023-02-21,2974,2.3819301848049284,31-40,High,35068.73333333333,1.0850698240475258
13545,4,2,4,35,Female,2,10,2022-12-19,2910,3,3,3,323734,No,2,32,18,No,3,17,11,2024-05-02,3410,2.0342231348391513,31-40,Medium,29430.363636363636,1.0610507133562979
13546,6,3,2,43,Female,1,22,2020-02-07,1864,4,5,4,428057,No,1,50,15,Yes,4,63,14,2021-05-07,2319,4.898015058179329,41-50,High,18611.17391304348,1.1743257442121406
13547,6,1,3,30,Female,1,10,2021-08-21,2425,2,4,5,414170,No,1,31,3,No,4,67,8,2022-04-30,2677,3.36208076659822,21-30,Low,37651.818181818184,0.8543286783968316
13548,2,1,2,23,Male,4,3,2022-12-27,2918,3,1,5,319678,No,0,10,15,No,3,68,11,2023-10-26,3221,2.0123203285420943,21-30,Medium,79919.5,0.8770002715952517
13549,2,1,1,21,Male,2,0,2020-02-15,1872,1,1,3,800000,No,2,96,1,No,1,42,10,2021-01-20,2212,4.876112251882272,21-30,Low,800000.0,0.8226576366280086
13550,3,1,4,25,Male,2,4,2022-12-17,2908,2,2,4,253772,Yes,5,45,4,No,2,18,9,2023-11-08,3234,2.0396988364134154,21-30,Low,50754.4,0.8317475508592068
13551,1,4,2,45,Female,2,25,2021-08-16,2420,3,2,3,420765,Yes,13,28,14,No,2,48,16,2022-08-08,2777,3.375770020533881,41-50,Medium,16183.26923076923,1.1543209707198372
13552,6,3,2,21,Male,2,2,2021-01-27,2219,3,2,3,300000,No,4,27,19,Yes,2,72,11,2022-05-08,2685,3.9260780287474333,21-30,Medium,100000.0,0.8230159143843978
13553,2,1,4,38,Female,3,18,2023-02-07,2960,3,5,4,341364,No,6,45,13,Yes,4,18,10,2023-08-06,3140,1.8973305954825461,31-40,Medium,17966.526315789473,1.1188337206291563
13554,2,2,3,31,Female,2,9,2021-05-07,2319,3,4,5,452048,No,2,43,8,Yes,4,44,11,2022-07-15,2753,3.652292950034223,31-40,Medium,45204.8,0.9324614781658037
13555,3,1,4,39,Female,1,19,2022-12-09,2900,2,2,4,307222,Yes,11,43,7,No,2,32,8,2023-11-21,3247,2.0616016427104724,31-40,Low,15361.1,1.0069319943495232
13556,2,3,3,37,Female,2,12,2023-10-15,3210,4,5,5,546124,Yes,12,47,29,Yes,4,52,15,2024-05-06,3414,1.212867898699521,31-40,High,42009.53846153846,1.1265166360692258
13557,5,2,1,27,Female,2,7,2020-04-20,1937,5,5,3,988863,No,1,69,15,Yes,4,53,8,2021-06-19,2362,4.698151950718686,21-30,High,123607.875,1.0168696231611032
13558,3,2,5,37,Female,2,18,2022-04-03,2650,5,4,3,942643,No,2,43,29,No,3,28,1,2023-04-19,3031,2.746064339493498,31-40,High,49612.78947368421,1.2994077391598622
13559,2,1,5,21,Male,2,0,2022-10-18,2848,5,5,2,633077,No,11,72,24,No,3,31,3,2023-07-02,3105,2.2039698836413417,21-30,High,633077.0,0.8726794271894112
13560,2,1,2,38,Male,2,17,2018-01-15,1111,5,5,5,439422,No,2,77,18,No,5,60,16,2019-02-11,1503,6.959616700889802,31-40,High,24412.333333333332,1.205504330435403
13561,3,3,4,35,Male,2,13,2019-11-12,1777,5,3,4,373154,No,2,95,26,No,3,32,6,2021-03-05,2256,5.136208076659822,31-40,High,26653.85714285714,1.2230266758874755
13562,2,4,3,33,Male,4,10,2015-10-12,285,2,1,5,426711,Yes,7,39,8,No,2,62,12,2016-10-07,646,9.221081451060916,31-40,Low,38791.90909090909,0.8801976113368675
13563,4,5,3,24,Male,2,2,2018-04-26,1212,4,2,5,400000,Yes,9,47,15,Yes,3,75,14,2019-07-18,1660,6.683093771389459,21-30,High,133333.33333333334,0.8250995276305204
13564,4,1,1,21,Male,2,0,2018-04-03,1189,3,4,4,829300,No,3,66,10,No,3,22,8,2019-09-09,1713,6.746064339493498,21-30,Medium,829300.0,0.8527874725695094
13565,4,3,2,33,Female,2,9,2020-09-19,2089,5,3,3,372961,No,1,72,27,Yes,3,80,9,2021-09-12,2447,4.2819986310746065,31-40,High,37296.1,1.0231761281490646
13566,6,3,1,42,Female,1,20,2023-03-23,3004,5,5,2,1129690,No,7,67,17,No,3,33,8,2024-03-03,3350,1.7768651608487338,41-50,High,53794.76190476191,1.1616851319028687
13567,6,5,3,21,Female,1,0,2015-07-22,203,4,5,3,419181,No,2,51,22,No,4,85,11,2016-11-03,673,9.44558521560575,21-30,High,419181.0,0.864665112729223
13568,6,1,2,40,Male,1,19,2019-08-25,1698,3,1,3,404611,No,1,15,18,No,2,49,6,2020-07-22,2030,5.352498288843258,31-40,Medium,20230.55,1.1100043071166186
13569,2,3,3,37,Female,1,14,2018-01-12,1108,5,4,5,603619,No,3,82,25,Yes,4,62,12,2019-03-10,1530,6.967830253251198,31-40,High,40241.26666666667,1.2451143794220179
13570,2,1,3,37,Male,2,18,2017-09-24,998,4,5,4,518210,No,1,87,16,No,4,84,10,2018-08-22,1330,7.268993839835729,31-40,High,27274.21052631579,1.06893706553353
13571,2,3,4,35,Female,2,10,2016-05-13,499,1,1,5,293866,No,2,35,5,No,2,43,6,2017-03-04,794,8.635181382614647,31-40,Low,26715.090909090908,0.9631571874784911
13572,5,2,2,34,Male,1,13,2023-05-09,3051,4,4,4,374727,Yes,12,41,20,Yes,4,79,14,2024-04-08,3386,1.648186173853525,31-40,High,26766.214285714286,1.0280209484984075
13573,6,3,4,28,Female,1,9,2016-05-13,499,4,3,3,302782,No,1,44,29,No,3,31,9,2017-03-15,805,8.635181382614647,21-30,High,30278.2,0.9923797225235736
13574,5,4,2,21,Male,1,0,2017-01-15,746,2,3,4,300000,No,3,20,9,No,3,76,19,2017-09-19,993,7.958932238193018,21-30,Low,300000.0,0.8230159143843978
13575,1,2,4,21,Male,1,2,2020-10-17,2117,1,1,4,253732,Yes,7,23,3,No,2,41,10,2021-11-17,2513,4.205338809034908,21-30,Low,84577.33333333333,0.8316164493112252
13576,6,2,3,23,Male,1,0,2015-10-03,276,3,5,5,418985,No,1,11,13,No,4,60,12,2017-01-18,749,9.245722108145106,21-30,Medium,418985.0,0.864260813960684
13577,3,1,4,21,Female,4,2,2023-02-07,2960,4,4,4,267074,No,1,50,17,No,4,34,7,2023-12-14,3270,1.8973305954825461,21-30,High,89024.66666666667,0.8753453706404638
13578,1,2,3,30,Male,1,7,2021-06-19,2362,5,5,4,516936,No,2,97,18,No,4,61,16,2022-06-02,2710,3.5345653661875427,21-30,High,64617.0,1.0663091235380269
13579,3,2,3,42,Female,2,20,2017-01-20,751,2,2,3,582271,Yes,5,15,6,Yes,2,72,11,2018-04-06,1192,7.945242984257358,41-50,Low,27727.190476190477,1.201078817632377
13580,1,1,2,27,Female,2,6,2024-07-11,3480,4,2,5,326789,No,1,88,25,Yes,3,67,11,2024-10-07,3568,0.4736481861738535,21-30,High,46684.142857142855,0.8965084921525432
13581,3,4,5,21,Female,2,1,2019-07-18,1660,5,3,3,710090,No,2,43,27,No,3,27,6,2020-12-03,2164,5.456536618754278,21-30,High,355045.0,0.9788397532257986
13582,2,1,4,36,Female,1,12,2021-08-16,2420,5,5,5,337435,No,5,45,22,Yes,5,40,2,2022-12-18,2909,3.375770020533881,31-40,High,25956.53846153846,1.1059562710786708
13583,3,3,2,21,Female,4,0,2020-04-10,1927,5,3,5,314310,No,0,52,20,No,4,71,15,2020-12-29,2190,4.725530458590007,21-30,High,314310.0,0.8622737735005336
13584,4,4,1,39,Male,2,18,2022-09-07,2807,3,1,2,1017246,No,13,66,13,No,1,46,3,2024-02-12,3330,2.316221765913758,31-40,Medium,53539.26315789474,1.046056487786619
13585,5,4,4,37,Male,2,12,2024-05-07,3415,4,3,3,334664,No,1,88,20,Yes,3,13,7,2024-11-13,3605,0.6516084873374401,31-40,High,25743.384615384617,1.0968742113422505
13586,4,3,5,43,Female,3,19,2020-11-07,2138,5,5,4,995672,No,1,94,17,No,4,30,8,2021-05-07,2319,4.147843942505133,41-50,High,49783.6,1.3725067734707395
13587,3,1,2,41,Male,1,16,2022-04-19,2666,4,2,5,422298,No,0,48,19,No,3,85,11,2023-07-30,3133,2.702258726899384,41-50,High,24841.058823529413,1.1585265820423414
13588,5,4,5,39,Female,1,16,2021-08-08,2412,4,3,3,901028,No,2,97,23,Yes,3,37,4,2023-01-20,2942,3.3976728268309375,31-40,High,53001.64705882353,1.2420425934311636
13589,6,1,1,33,Female,2,14,2021-02-16,2239,5,5,2,1159496,No,6,85,23,Yes,3,57,6,2022-01-12,2569,3.871321013004791,31-40,High,77299.73333333334,1.1923352987995368
13590,1,5,5,34,Female,1,9,2023-12-12,3268,5,4,3,849562,No,2,84,29,Yes,3,30,8,2024-10-26,3587,1.054072553045859,31-40,High,84956.2,1.1710981121125716
13591,3,3,4,29,Male,3,4,2018-09-05,1344,2,3,3,250000,No,0,18,5,No,2,41,7,2019-10-18,1752,6.321697467488022,21-30,Low,50000.0,0.8193846748845487
13592,2,3,2,49,Female,1,28,2018-09-19,1358,5,4,4,519554,Yes,5,71,26,No,4,71,12,2019-05-22,1603,6.283367556468172,41-50,High,17915.655172413793,1.4253373679402381
13593,1,1,2,35,Female,1,14,2023-11-20,3246,3,3,4,376555,No,3,26,15,No,3,87,8,2024-12-17,3639,1.1143052703627652,31-40,Medium,25103.666666666668,1.0330358588033897
13594,4,3,3,31,Other,1,9,2024-11-09,3601,3,1,5,497516,Yes,9,56,18,No,3,61,15,2024-11-25,3617,0.14236824093086928,31-40,Medium,49751.6,1.026250541471565
13595,5,4,3,28,Male,2,6,2023-12-23,3279,1,3,4,400000,No,3,34,6,No,3,67,11,2024-11-13,3605,1.0239561943874058,21-30,Low,57142.857142857145,0.8250995276305204
13596,2,4,5,32,Male,1,10,2015-02-26,57,5,3,2,760660,No,5,75,23,Yes,3,20,5,2016-02-23,419,9.845311430527037,31-40,High,69150.90909090909,1.0485491229122168
13597,5,1,4,44,Male,1,23,2015-12-16,350,3,3,5,391592,No,0,16,10,Yes,3,32,3,2017-03-16,806,9.043121149897331,41-50,Medium,16316.333333333334,1.2834579344295607
13598,5,5,3,43,Female,3,21,2021-04-24,2306,3,5,3,538402,No,6,39,10,No,3,78,15,2022-03-25,2641,3.6878850102669403,41-50,Medium,24472.81818181818,1.1105880896883187
13599,6,1,5,27,Female,1,2,2021-02-11,2234,3,4,4,600000,No,3,74,19,Yes,3,58,6,2021-12-08,2534,3.885010266940452,21-30,Medium,200000.0,0.8270836822592618
13600,2,3,3,50,Female,2,26,2017-06-09,891,5,5,4,676377,No,1,84,17,Yes,4,52,10,2018-10-16,1385,7.561943874058864,41-50,High,25051.0,1.3951958580003714
13601,6,3,4,32,Female,4,12,2024-04-07,3385,4,5,5,350720,No,2,92,22,No,4,22,5,2024-10-22,3583,0.7337440109514032,31-40,High,26978.46153846154,1.1494983727020356
